"";"APR1";"APR10";"APR11";"APR12";"APR13";"APR14";"APR15";"APR16";"APR17";"APR18";"APR19";"APR2";"APR20";"APR3";"APR4";"APR5";"APR6";"APR7";"APR8";"APR9";"AUG1";"AUG10";"AUG11";"AUG12";"AUG13";"AUG14";"AUG15";"AUG16";"AUG17";"AUG18";"AUG19";"AUG2";"AUG20";"AUG3";"AUG5";"AUG6";"AUG7";"AUG8";"AUG9";"DEC1";"DEC10";"DEC11";"DEC12";"DEC13";"DEC14";"DEC15";"DEC16";"DEC17";"DEC18";"DEC19";"DEC2";"DEC20";"DEC3";"DEC4";"DEC5";"DEC6";"DEC7";"DEC8";"DEC9";"FEB1";"FEB10";"FEB11";"FEB12";"FEB13";"FEB14";"FEB15";"FEB16";"FEB17";"FEB18";"FEB19";"FEB2";"FEB20";"FEB3";"FEB4";"FEB5";"FEB6";"FEB7";"FEB8";"FEB9";"JAN1";"JAN10";"JAN11";"JAN12";"JAN13";"JAN14";"JAN15";"JAN16";"JAN17";"JAN18";"JAN19";"JAN2";"JAN20";"JAN3";"JAN4";"JAN5";"JAN6";"JAN7";"JAN8";"JAN9";"JUL1";"JUL10";"JUL11";"JUL12";"JUL13";"JUL14";"JUL15";"JUL16";"JUL17";"JUL18";"JUL19";"JUL2";"JUL20";"JUL3";"JUL4";"JUL5";"JUL6";"JUL7";"JUL8";"JUL9";"JUN1";"JUN10";"JUN11";"JUN12";"JUN13";"JUN14";"JUN15";"JUN16";"JUN17";"JUN18";"JUN19";"JUN2";"JUN20";"JUN3";"JUN4";"JUN5";"JUN6";"JUN7";"JUN8";"JUN9";"MAR1";"MAR10";"MAR11";"MAR12";"MAR13";"MAR14";"MAR15";"MAR16";"MAR17";"MAR18";"MAR19";"MAR2";"MAR20";"MAR3";"MAR4";"MAR5";"MAR6";"MAR7";"MAR8";"MAR9";"MAY1";"MAY10";"MAY11";"MAY12";"MAY13";"MAY14";"MAY15";"MAY16";"MAY17";"MAY18";"MAY19";"MAY2";"MAY20";"MAY3";"MAY4";"MAY5";"MAY6";"MAY7";"MAY8";"MAY9";"NOV1";"NOV10";"NOV11";"NOV12";"NOV13";"NOV14";"NOV15";"NOV16";"NOV17";"NOV18";"NOV19";"NOV2";"NOV20";"NOV3";"NOV4";"NOV5";"NOV6";"NOV7";"NOV8";"NOV9";"OCT1";"OCT10";"OCT11";"OCT12";"OCT13";"OCT14";"OCT15";"OCT16";"OCT17";"OCT18";"OCT19";"OCT2";"OCT20";"OCT3";"OCT4";"OCT5";"OCT6";"OCT7";"OCT8";"OCT9";"SEP1";"SEP10";"SEP11";"SEP12";"SEP13";"SEP14";"SEP15";"SEP16";"SEP17";"SEP18";"SEP19";"SEP2";"SEP20";"SEP3";"SEP4";"SEP5";"SEP6";"SEP7";"SEP8";"SEP9";"total";"kingdom";"phylum";"class";"order";"family";"genus"
"Sambucus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23760;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Dipsacales";"Adoxaceae";"Sambucus"
"Eriophorum";0;446;0;0;0;0;0;0;0;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514;0;0;0;0;0;0;1169;0;0;0;0;0;0;0;0;0;2416;0;9296;0;0;0;0;0;0;0;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504;0;148;0;0;0;87;0;0;0;0;0;0;0;573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23071;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Cyperaceae";"Eriophorum"
"Crataegus";5169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21680;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Crataegus"
"Alopecurus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2733;1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;192;169;0;0;0;0;0;0;0;0;0;0;412;0;0;0;0;0;0;1095;1458;603;0;0;0;0;0;0;0;0;4520;1716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;555;0;0;0;0;0;0;0;538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2636;0;0;0;0;0;0;0;0;0;800;0;0;0;0;0;0;0;0;0;1177;0;0;0;0;0;0;0;0;0;0;21359;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Alopecurus"
"Anemone";0;0;0;0;0;0;21294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21294;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Ranunculales";"Ranunculaceae";"Anemone"
"Hieracium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;975;0;0;0;0;0;1430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17502;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Hieracium"
"Hypnum";0;0;0;0;0;1194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16900;"Viridiplantae";"Streptophyta";"Bryopsida";"Hypnales";"Hypnaceae";"Hypnum"
"Fragaria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16672;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Fragaria"
"Ononis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683;0;0;0;0;0;267;0;0;0;0;0;577;0;0;0;0;0;0;0;0;0;3139;0;334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5368;0;0;0;0;0;0;3142;0;0;0;0;0;0;0;15490;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Ononis"
"Rosaceae genus 7 (prunus/amelanchier)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609;0;0;0;0;0;0;0;0;0;14716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15325;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Rosaceae genus 7 (prunus/amelanchier)"
"Urtica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;0;0;0;0;0;0;0;0;0;0;865;839;0;0;0;0;0;0;428;0;0;0;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15187;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Rosales";"Urticaceae";"Urtica"
"Juniperus";0;0;0;0;0;0;0;0;0;9353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;0;0;0;0;0;0;0;0;277;0;592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13169;"Viridiplantae";"Streptophyta";"Pinopsida";"NOID";"Cupressaceae";"Juniperus"
"Cyperaceae genus 3";0;392;0;0;0;0;0;0;0;0;0;0;0;0;0;58;227;0;0;0;0;0;0;0;0;0;0;0;0;0;2219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245;0;0;0;0;0;0;1270;0;3628;0;0;0;0;0;0;0;2098;0;2088;0;0;0;0;0;0;0;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12933;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Cyperaceae";"Cyperaceae genus 3"
"Melica";0;531;0;0;0;0;0;1442;1010;281;1263;0;358;0;373;104;459;0;0;2718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;477;0;0;0;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1979;0;0;0;0;0;0;508;91;155;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12664;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Melica"
"Phleum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479;0;0;0;0;0;0;0;0;0;0;7453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;0;0;0;0;0;0;0;0;0;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12374;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Phleum"
"Comarum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12306;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Comarum"
"Persicaria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;711;587;1570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1308;0;364;0;0;312;751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11000;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Caryophyllales";"Polygonaceae";"Persicaria"
"Arrhenatherum";0;0;0;0;0;0;0;0;0;161;0;0;0;0;0;0;362;259;727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448;0;0;0;0;0;0;0;322;0;0;0;0;0;0;0;0;0;232;110;0;0;0;0;0;0;4893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;0;0;344;0;0;0;0;101;0;460;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;1048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;10545;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Arrhenatherum"
"Campanula";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1632;0;0;0;2392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;0;0;0;0;0;0;0;0;0;0;0;0;444;369;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10516;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Asterales";"Campanulaceae";"Campanula"
"Rhinanthus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9648;0;0;0;0;0;0;0;0;0;0;774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10422;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Lamiales";"Orobanchaceae";"Rhinanthus"
"Odontites";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2090;0;0;0;0;0;0;1219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2314;3005;686;0;0;0;0;0;0;0;0;746;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10149;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Lamiales";"Orobanchaceae";"Odontites"
"seq1130";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366;0;0;0;1154;0;0;0;0;0;6419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9883;"seq1130";"seq1130";"seq1130";"seq1130";"seq1130";"seq1130"
"Ericaceae genus 1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;640;0;0;0;0;0;0;444;0;341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4760;0;0;0;0;0;0;0;3606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9791;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Ericales";"Ericaceae";"Ericaceae genus 1"
