"";"APR1";"APR10";"APR11";"APR12";"APR13";"APR14";"APR15";"APR16";"APR17";"APR18";"APR19";"APR2";"APR20";"APR3";"APR4";"APR5";"APR6";"APR7";"APR8";"APR9";"AUG1";"AUG10";"AUG11";"AUG12";"AUG13";"AUG14";"AUG15";"AUG16";"AUG17";"AUG18";"AUG19";"AUG2";"AUG20";"AUG3";"AUG4";"AUG5";"AUG6";"AUG7";"AUG8";"AUG9";"DEC1";"DEC10";"DEC11";"DEC12";"DEC13";"DEC14";"DEC15";"DEC16";"DEC17";"DEC18";"DEC19";"DEC2";"DEC20";"DEC3";"DEC4";"DEC5";"DEC6";"DEC7";"DEC8";"DEC9";"FEB1";"FEB10";"FEB11";"FEB12";"FEB13";"FEB14";"FEB15";"FEB16";"FEB17";"FEB18";"FEB19";"FEB2";"FEB20";"FEB3";"FEB4";"FEB5";"FEB6";"FEB7";"FEB8";"FEB9";"JAN1";"JAN10";"JAN11";"JAN12";"JAN13";"JAN14";"JAN15";"JAN16";"JAN17";"JAN18";"JAN19";"JAN2";"JAN20";"JAN3";"JAN4";"JAN5";"JAN6";"JAN7";"JAN8";"JAN9";"JUL1";"JUL10";"JUL11";"JUL12";"JUL13";"JUL14";"JUL15";"JUL16";"JUL17";"JUL18";"JUL19";"JUL2";"JUL20";"JUL3";"JUL4";"JUL5";"JUL6";"JUL7";"JUL8";"JUL9";"JUN1";"JUN10";"JUN11";"JUN12";"JUN13";"JUN14";"JUN15";"JUN16";"JUN17";"JUN18";"JUN19";"JUN2";"JUN20";"JUN3";"JUN4";"JUN5";"JUN6";"JUN7";"JUN8";"JUN9";"MAR1";"MAR10";"MAR11";"MAR12";"MAR13";"MAR14";"MAR15";"MAR16";"MAR17";"MAR18";"MAR19";"MAR2";"MAR20";"MAR3";"MAR4";"MAR5";"MAR6";"MAR7";"MAR8";"MAR9";"MAY1";"MAY10";"MAY11";"MAY12";"MAY13";"MAY14";"MAY15";"MAY16";"MAY17";"MAY18";"MAY19";"MAY2";"MAY20";"MAY3";"MAY4";"MAY5";"MAY6";"MAY7";"MAY8";"MAY9";"NOV1";"NOV10";"NOV11";"NOV12";"NOV13";"NOV14";"NOV15";"NOV16";"NOV17";"NOV18";"NOV19";"NOV2";"NOV20";"NOV3";"NOV4";"NOV5";"NOV6";"NOV7";"NOV8";"NOV9";"OCT1";"OCT10";"OCT11";"OCT12";"OCT13";"OCT14";"OCT15";"OCT16";"OCT17";"OCT18";"OCT19";"OCT2";"OCT20";"OCT3";"OCT4";"OCT5";"OCT6";"OCT7";"OCT8";"OCT9";"SEP1";"SEP10";"SEP11";"SEP12";"SEP13";"SEP14";"SEP15";"SEP16";"SEP17";"SEP18";"SEP19";"SEP2";"SEP20";"SEP3";"SEP4";"SEP5";"SEP6";"SEP7";"SEP8";"SEP9";"total";"kingdom";"phylum";"class";"order";"family";"genus"
"Cylicocyclus sp.1 (ashworthi)";562;5093;0;0;0;0;0;14419;8058;10182;59311;0;40194;0;14812;0;0;731;8489;24102;0;1333;0;0;0;0;0;419;2705;2153;6238;0;26;0;0;0;13792;1976;308;45855;0;1916;0;199;0;0;183;0;6718;0;3173;0;4978;0;0;0;1070;193;12919;5367;0;0;0;0;0;0;0;60;204;207;0;0;2612;0;0;0;0;0;0;52;0;0;0;0;0;0;0;249;0;1009;98420;0;43;0;0;0;0;0;0;1304;0;349;0;0;0;0;0;2261;1477;89;1041;0;1255;0;0;0;4325;6960;406;243;13513;12727;0;0;0;0;0;7930;1764;6505;0;0;11660;0;0;0;4503;18052;14983;6828;0;69653;0;0;0;0;0;0;0;0;559;0;1258;0;0;0;0;0;124595;6815;0;71198;326;8081;4427;13513;0;47336;3061;4567;50884;19447;0;0;0;0;14417;16553;0;30235;0;6121;0;0;252;78;0;1502;25090;11607;11613;0;3939;0;0;200;6644;37;1921;1502;0;21331;0;0;0;0;0;7976;9221;43640;6435;0;0;0;0;0;32659;27718;2303;12046;0;5837;0;1052;0;0;0;177;12807;13134;2231;0;1267;0;0;350;1164;42470;2396;50893;1373043;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cylicocyclus"
"Desoria grisea";0;0;15858;0;11117;5764;86378;0;0;0;0;0;0;0;0;0;873;0;0;0;0;0;0;0;0;0;0;57946;206;18526;0;0;85884;0;0;6;0;0;0;0;217;0;0;0;0;0;0;19;32316;3556;25;0;722;0;0;0;21;12203;0;0;0;0;16550;0;0;0;0;0;596;0;0;0;846;19578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86219;0;0;692;1257;0;0;0;0;0;57543;0;0;1512;168681;269;4059;0;210;28;0;5702;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;3968;74;192;0;1656;0;0;0;0;0;0;0;0;0;66438;153336;0;1720;0;0;0;0;0;11946;0;0;0;2826;0;0;0;0;0;0;0;0;0;0;2229;18578;0;0;0;0;252;5;1;13307;0;0;0;0;0;0;0;15;3681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14046;0;50957;226;0;40845;7013;0;23909;0;27554;0;0;0;0;0;0;3;0;0;161211;0;15;0;14652;0;350;5333;2;0;1059;0;0;0;0;0;0;0;1323375;"Metazoa";"Arthropoda";"Collembola";"Entomobryomorpha";"Isotomidae";"Desoria"
"Aphodius sp.12 (sphacelatus/prodromus)";18970;109417;0;0;0;3303;1220;1373;22630;497;1131;112304;586;50699;0;19540;4133;348;84751;15755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41607;0;0;0;0;0;0;0;0;0;0;2524;0;0;0;0;0;0;79;41;34765;210895;0;0;0;0;1663;0;0;0;0;981;0;1121;18045;0;429;71;1578;2555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41332;8810;0;26;0;0;0;0;0;772;0;785;677;4041;0;8715;72186;178187;0;566;0;6258;0;0;0;0;0;0;0;0;0;0;0;1211;560;39;30109;0;0;0;513;0;0;0;0;0;0;0;0;0;0;736;0;482;0;158;0;0;0;0;4860;84191;0;0;0;0;0;13;57;512;0;3440;0;1252;8012;5294;0;11962;7;260;0;5108;0;0;0;0;0;0;0;0;0;896;0;0;0;1836;24;0;0;0;1246898;"Metazoa";"Arthropoda";"Insecta";"Coleoptera";"Scarabaeidae";"Aphodius"
"Ancylostoma sp.1 (caninum)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1236;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;116881;0;15901;45393;81382;107890;116343;0;6017;13;0;41417;524;186442;180710;2055;0;0;120;0;0;0;0;67130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427;0;32;0;0;1196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;0;38;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2424;0;0;0;0;0;0;0;0;0;0;0;0;4518;577;6758;0;0;0;0;0;0;6755;1871;0;1400;156963;0;0;0;460;36939;0;2944;0;360;0;0;0;0;0;0;41;0;0;13213;0;0;0;0;0;0;0;0;0;4838;0;0;0;0;0;0;0;0;0;159;0;0;0;0;0;0;0;1221;0;0;0;0;0;0;1224629;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Ancylostoma"
"Cooperia oncophora";160191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110489;0;0;0;0;746;0;0;0;0;421;139;0;0;0;0;7098;0;1086;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;632;0;0;0;0;0;0;0;0;25194;0;0;0;0;0;0;21188;553;0;163265;198141;0;0;0;0;0;0;0;432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83660;0;0;0;0;0;0;0;0;0;0;0;0;21911;0;109047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;4642;0;0;0;0;0;0;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1016177;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cooperia"
"Cylicocyclus nassatus";0;313;0;0;0;0;0;0;0;1722;12521;0;829;0;0;0;3651;4470;0;2716;0;1223;0;0;0;0;0;33347;3842;3308;26953;0;0;0;0;0;1369;7718;540;0;1225;55599;0;45;0;0;0;322;6999;313;809;68;2549;0;0;0;82073;537;566;4134;0;0;0;0;0;0;0;1535;0;5632;1078;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;12158;474;2386;0;0;29;0;0;0;750;0;11288;0;0;1023;0;0;0;0;0;3827;10678;1478;0;0;1895;0;0;0;4927;311;413;0;0;1633;0;0;0;0;0;11046;1775;3819;0;0;23874;0;0;0;2181;4932;12255;3938;0;133;0;0;0;0;0;0;18712;65;2982;0;0;0;0;0;0;5547;4540;163847;0;5928;1149;9030;106;1907;0;16997;434;6700;0;2822;483;0;0;0;0;1946;0;0;1614;2784;0;32;203;11;74;5021;586;4968;1435;4775;701;0;0;0;6350;112;583;28452;1639;3896;0;0;143;0;0;19336;2684;3529;4145;0;62;0;0;0;4849;2076;1392;16576;0;1732;0;0;0;0;0;508;900;10540;2953;0;6728;464;0;0;1199;21237;1601;7470;801884;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongylidae";"Cylicocyclus"
"Diptera sp.66";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5954;0;19859;0;115658;0;142959;0;0;0;0;188815;0;51752;1302;8256;0;0;0;0;1552;0;92;703;2802;2156;14;93;0;10;82024;1519;0;275;0;0;4519;0;842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;32;2507;0;0;0;0;0;0;0;234;1542;0;0;0;0;0;0;0;0;0;0;0;11370;0;0;0;0;408;0;20;0;498;0;0;0;0;0;0;0;0;4123;0;0;0;0;0;0;0;0;0;0;563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4720;0;603;0;0;0;0;0;0;42;935;24;3054;29;37;0;1409;9306;1239;3585;100;0;142;43;0;648;0;0;0;361;0;0;86;0;1271;119;1701;0;0;1648;0;0;11923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;695748;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Diptera family seq517301";"Diptera genus seq517301"
"Cylicostephanus goldi";0;570;0;0;0;0;785;0;10443;7734;6176;0;3192;0;21241;0;1141;0;19191;202;0;18517;0;0;0;0;0;0;364;1793;64239;0;0;0;0;0;690;1742;0;2707;84;58468;0;0;0;0;0;189;6142;15;47;811;2946;0;0;0;20857;1884;9136;3937;0;82;0;0;0;0;0;4653;1883;3627;2791;0;215;0;0;0;0;8151;97;1340;0;1605;0;0;0;0;0;11668;2853;13118;0;0;36;0;0;0;1336;12940;24965;50384;0;868;0;0;0;0;0;1940;283;976;0;0;1908;0;0;0;0;1071;60;0;0;658;0;0;0;0;0;1050;0;0;107;0;738;0;0;0;0;0;486;2687;0;13543;0;0;0;0;0;0;19987;184;2468;0;4382;0;0;0;0;0;0;0;0;0;0;0;668;13;0;358;2792;1289;25716;21;2102;0;0;0;25592;536;7416;0;0;14374;0;0;0;0;0;2051;6081;2109;2780;0;2148;0;0;0;4427;248;1201;16437;0;1402;0;0;0;0;0;3206;13099;3777;38207;0;81;0;0;0;2923;1737;3402;2890;0;4007;0;0;0;0;0;27;1357;7596;206;0;1698;0;0;610;169;4144;16676;7139;693095;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cylicostephanus"
"Chamaedrilus chlorophilus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26137;0;0;0;0;3635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52615;0;0;204529;0;16008;86825;0;0;6451;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;344;0;230292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3235;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;0;0;0;1144;0;0;0;0;0;0;0;0;0;0;0;0;6699;5756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;648331;"Metazoa";"Annelida";"Clitellata";"Enchytraeida";"Enchytraeidae";"Chamaedrilus"
"Aphodius sticticus";0;0;0;0;0;0;0;0;0;180;1216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;116256;65;89;0;0;0;0;0;0;0;0;0;0;0;0;0;693;0;0;1898;0;0;0;0;495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291;24533;60952;4860;26178;50184;0;172907;152391;7801;0;17;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;3992;62;164;0;0;0;0;1697;0;0;0;0;0;0;0;0;0;630853;"Metazoa";"Arthropoda";"Insecta";"Coleoptera";"Scarabaeidae";"Aphodius"
"Aphodius contaminatus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;532;0;0;0;0;7;0;44;0;0;0;878;9;0;789;0;0;34358;3;0;27988;643;8825;14142;99877;44;4019;183817;2056;0;1673;12188;116;2129;123062;84340;9155;2535;2594;182;616005;"Metazoa";"Arthropoda";"Insecta";"Coleoptera";"Scarabaeidae";"Aphodius"
"Sepsis cynipsea";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3394;0;9053;0;7350;2838;16329;0;0;0;0;0;0;0;129969;1673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98652;0;0;8753;0;0;0;0;0;0;0;202756;0;2775;270;1629;0;0;0;0;0;0;90794;0;0;0;0;0;0;0;0;98;0;386;1680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578449;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Sepsidae";"Sepsis"
"Sylvicola stackelbergi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67597;0;0;0;0;0;0;0;0;0;0;0;0;54006;14892;14175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8378;55070;13742;0;0;0;0;0;0;0;0;0;136929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;0;101;144036;27218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7673;0;0;0;0;0;0;0;0;0;0;215;0;18012;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562469;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Anisopodidae";"Sylvicola"
"Spelobia sp.1 (clunipes/tenebrarum)";0;0;183687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;903;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4266;0;202474;9311;0;0;0;0;0;0;0;0;1857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;758;0;1058;0;0;0;0;0;0;125;0;0;74;0;478;0;0;0;0;0;0;0;65448;7958;1348;0;0;0;0;0;1952;0;3366;696;105;0;0;0;0;0;0;0;0;0;0;1357;0;0;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;0;0;0;0;0;0;0;45240;0;0;0;0;0;0;0;0;0;3441;0;0;0;0;0;0;536529;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Sphaeroceridae";"Spelobia"
"Sepsis sp.5 (flavimana/neocynipsea)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23919;0;192638;0;20557;7538;43459;0;0;0;0;0;0;20462;139;8825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17525;0;458;267;634;58281;0;0;0;0;0;0;0;0;42;8440;0;0;0;0;0;0;44590;23232;0;0;0;0;0;0;0;1403;0;37411;2727;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2311;0;0;0;0;0;0;0;0;0;0;0;0;422;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1899;217;0;0;0;0;0;0;0;0;0;0;0;0;0;517755;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Sepsidae";"Sepsis"
"Hypogastrura assimilis";0;0;0;62334;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;363;0;1601;0;0;0;0;0;0;0;0;0;0;185;0;0;696;0;928;11581;0;0;0;0;0;0;0;0;109;222;0;0;0;0;0;0;0;0;224;0;72;17165;473;0;0;0;0;0;0;0;0;0;3238;0;0;939;0;1008;0;554;163;0;0;0;0;0;0;0;0;0;0;0;1999;0;0;0;0;0;884;0;862;0;127596;0;0;0;0;0;0;0;0;0;0;0;0;8;2178;204;171649;1971;2593;0;0;0;0;0;2999;0;13;0;0;0;300;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;9231;0;0;0;23871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;4799;0;0;0;0;0;0;960;0;0;0;0;0;0;0;0;0;0;0;270;0;18;174;22;2111;1270;0;0;0;0;107;95;0;0;0;0;0;0;0;0;735;28773;190;2192;532;0;0;0;0;0;0;0;0;0;631;0;0;387;0;2821;197;1787;409;17;3721;1533;502485;"Metazoa";"Arthropoda";"Collembola";"Poduromorpha";"Hypogastruridae";"Hypogastrura"
"Saltella sphondylii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11208;0;52650;88000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33697;0;89800;6183;176500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;0;0;0;0;0;0;0;0;0;0;0;22008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481160;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Sepsidae";"Saltella"
"Cylicostephanus longibursatus";0;5583;0;0;0;0;0;4823;10928;146;317;0;6190;0;0;0;0;5782;3449;49;0;1812;0;0;0;0;0;2680;518;518;1402;0;0;0;3;0;1966;533;0;6454;2827;2135;0;14;34;2224;87;112;0;0;70;958;767;0;0;0;1928;1906;2667;31331;0;112;0;0;0;0;0;6069;329;1491;9885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;694;5972;0;0;525;0;0;0;0;329;0;3146;0;610;0;0;0;0;0;6196;36;897;39;0;3620;0;0;0;6216;12171;13;351;815;1734;0;0;0;0;0;19794;72;161;11767;0;478;0;0;0;24167;1872;1499;2208;0;0;0;0;0;0;0;0;11784;0;146;0;0;0;0;0;0;0;0;3102;0;4285;7539;24478;3090;3454;0;49;1813;1585;333;1914;12760;0;0;0;24606;8503;43719;3769;0;3098;0;0;1768;0;5;32;893;1198;719;214;664;0;0;0;298;31;2823;121;0;792;0;0;0;0;0;1562;1544;357;426;89;1884;0;0;0;4236;40114;3150;2035;0;3267;0;0;0;0;0;522;345;1760;665;0;0;0;0;0;7993;1025;7469;1525;473034;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cylicostephanus"
"Phasmarhabditis sp.1 (papillosa)";0;0;810;0;474;393;115;0;0;0;0;0;0;0;0;0;0;0;0;0;573;719;0;0;0;0;0;0;0;16;0;20887;0;573;10489;2467;2917;0;40;0;7394;0;487;459;1689;225;18790;0;2898;34;0;738;797;16354;25977;13;37;860;0;0;0;0;111560;110355;0;0;1864;0;0;1716;0;1402;0;416;0;711;1349;0;0;0;0;0;0;0;89;0;0;0;0;0;0;1044;64;0;0;0;0;0;0;0;0;0;772;317;1467;73;0;15;0;0;356;0;0;1051;338;315;0;0;2439;17;0;0;0;0;0;0;0;0;2744;0;1854;112;4;0;819;20;0;0;0;0;0;0;1460;0;0;1141;0;0;0;0;0;545;105;0;994;0;0;0;0;0;0;0;0;0;358;0;0;0;0;0;0;0;439;84;15;0;0;0;0;0;0;0;174;6;5482;139;93;0;338;0;0;5838;0;3859;0;0;0;342;0;9;1053;0;1292;0;7104;12358;51;16;71;0;0;17938;20;0;0;9227;0;0;0;0;1548;0;0;671;3076;226;0;0;10;0;0;0;211;3945;12201;1099;372;205;5237;779;460639;"Metazoa";"Nematoda";"Chromadorea";"Rhabditida";"Rhabditidae";"Phasmarhabditis"
"Bunostomum phlebotomum";951;0;0;0;0;16459;0;0;0;0;0;3155;0;24487;0;0;0;0;0;0;0;0;0;8206;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9687;0;47;33;0;580;6116;0;0;0;0;426;0;0;0;81;0;0;0;0;0;0;0;0;0;9005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26418;0;0;0;0;0;0;0;0;0;0;0;0;11168;1108;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;589;0;465;0;0;0;0;0;0;0;0;5986;866;0;0;0;0;0;119;0;20;0;0;0;0;0;0;33690;0;0;370;0;0;0;0;0;0;0;0;0;0;192549;14233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4548;0;0;0;0;0;0;0;0;0;65;1123;29;287;0;0;0;0;362;0;500;0;27;0;0;0;0;60418;0;0;38;0;715;0;0;0;0;0;0;0;1585;0;0;0;0;0;0;0;0;0;499;0;234;397;0;0;0;0;0;0;0;52;0;0;0;0;0;437944;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Bunostomum"
"Bovicola bovis";0;0;0;0;0;0;0;0;0;0;0;109677;0;79998;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;4;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8438;0;0;0;0;0;18549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;21;0;8030;1298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;922;0;196730;0;0;0;0;0;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430381;"Metazoa";"Arthropoda";"Insecta";"Phthiraptera";"Bovicoliidae";"Bovicola"
