"";"APR1";"APR10";"APR11";"APR12";"APR13";"APR14";"APR15";"APR16";"APR17";"APR18";"APR19";"APR2";"APR20";"APR3";"APR4";"APR5";"APR6";"APR7";"APR8";"APR9";"AUG1";"AUG10";"AUG11";"AUG12";"AUG13";"AUG14";"AUG15";"AUG16";"AUG17";"AUG18";"AUG19";"AUG2";"AUG20";"AUG3";"AUG4";"AUG5";"AUG6";"AUG7";"AUG8";"AUG9";"DEC1";"DEC10";"DEC11";"DEC12";"DEC13";"DEC14";"DEC15";"DEC16";"DEC17";"DEC18";"DEC19";"DEC2";"DEC20";"DEC3";"DEC4";"DEC5";"DEC6";"DEC7";"DEC8";"DEC9";"FEB1";"FEB10";"FEB11";"FEB12";"FEB13";"FEB14";"FEB15";"FEB16";"FEB17";"FEB18";"FEB19";"FEB2";"FEB20";"FEB3";"FEB4";"FEB5";"FEB6";"FEB7";"FEB8";"FEB9";"JAN1";"JAN10";"JAN11";"JAN12";"JAN13";"JAN14";"JAN15";"JAN16";"JAN17";"JAN18";"JAN19";"JAN2";"JAN20";"JAN3";"JAN4";"JAN5";"JAN6";"JAN7";"JAN8";"JAN9";"JUL1";"JUL10";"JUL11";"JUL12";"JUL13";"JUL14";"JUL15";"JUL16";"JUL17";"JUL18";"JUL19";"JUL2";"JUL20";"JUL3";"JUL4";"JUL5";"JUL6";"JUL7";"JUL8";"JUL9";"JUN1";"JUN10";"JUN11";"JUN12";"JUN13";"JUN14";"JUN15";"JUN16";"JUN17";"JUN18";"JUN19";"JUN2";"JUN20";"JUN3";"JUN4";"JUN5";"JUN6";"JUN7";"JUN8";"JUN9";"MAR1";"MAR10";"MAR11";"MAR12";"MAR13";"MAR14";"MAR15";"MAR16";"MAR17";"MAR18";"MAR19";"MAR2";"MAR20";"MAR3";"MAR4";"MAR5";"MAR6";"MAR7";"MAR8";"MAR9";"MAY1";"MAY10";"MAY11";"MAY12";"MAY13";"MAY14";"MAY15";"MAY16";"MAY17";"MAY18";"MAY19";"MAY2";"MAY20";"MAY3";"MAY4";"MAY5";"MAY6";"MAY7";"MAY8";"MAY9";"NOV1";"NOV10";"NOV11";"NOV12";"NOV13";"NOV14";"NOV15";"NOV16";"NOV17";"NOV18";"NOV19";"NOV2";"NOV20";"NOV3";"NOV4";"NOV5";"NOV6";"NOV7";"NOV8";"NOV9";"OCT1";"OCT10";"OCT11";"OCT12";"OCT13";"OCT14";"OCT15";"OCT16";"OCT17";"OCT18";"OCT19";"OCT2";"OCT20";"OCT3";"OCT4";"OCT5";"OCT6";"OCT7";"OCT8";"OCT9";"SEP1";"SEP10";"SEP11";"SEP12";"SEP13";"SEP14";"SEP15";"SEP16";"SEP17";"SEP18";"SEP19";"SEP2";"SEP20";"SEP3";"SEP4";"SEP5";"SEP6";"SEP7";"SEP8";"SEP9";"total";"kingdom";"phylum";"class";"order";"family";"genus"
"Diptera sp.66";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18367;0;1771;0;229540;0;674898;0;0;0;0;242;0;171058;1371;11625;0;0;0;0;349;0;365;1914;7514;7329;26;530;0;56;108303;8353;0;95;0;0;17478;0;1602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;12;9412;0;0;0;0;0;0;0;904;6821;0;0;0;0;0;0;0;0;0;0;0;10088;0;0;0;0;733;0;34;0;625;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21939;0;964;0;0;0;0;0;0;71;3450;43;13839;199;31;0;1379;13720;716;1866;107;0;184;98;0;857;0;0;0;956;0;0;249;0;10387;82;3672;0;0;1937;0;0;2816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1371438;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Diptera family seq517301";"Diptera genus seq517301"
"Oxytelus laqueatus";0;0;0;0;0;0;0;13607;2076;0;787;0;0;0;0;0;0;0;0;0;816;0;0;0;1016;20;205;0;201154;0;0;0;0;989;0;140;0;72955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;4957;119;45379;10950;0;0;0;0;0;0;0;209;0;0;0;0;0;0;0;849;66;4811;0;0;69187;0;0;0;0;108693;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3427;199;0;1180;0;0;3255;0;0;41487;5575;746581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4624;0;1971;0;0;0;0;0;0;0;0;1154;753;0;0;0;0;1349320;"Metazoa";"Arthropoda";"Insecta";"Coleoptera";"Staphylinidae";"Oxytelus"
"Sylvicola stackelbergi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206159;0;0;0;0;0;0;0;0;0;0;0;0;177037;15510;20326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20744;94385;6661;0;0;0;0;0;0;0;0;0;613284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;0;130;32099;34866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30195;0;0;0;0;0;0;0;0;0;0;585;0;85105;1169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1338576;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Anisopodidae";"Sylvicola"
"Desoria grisea";0;0;1879;0;199;114;6181;0;0;0;0;0;0;0;0;0;1403;0;0;0;0;0;0;0;0;0;0;16038;1441;25702;0;0;113258;0;0;11;0;0;0;0;53;0;0;0;0;0;0;145;3320;14357;51;0;1661;0;0;0;61;6462;0;0;0;0;195;0;0;0;0;0;630;0;0;0;1589;424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16460;0;0;62;7795;0;0;0;0;0;17421;0;0;2583;412713;480;2021;0;529;108;0;7728;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1679;11030;115;108;0;6789;0;0;0;0;0;0;0;0;0;1863;52559;0;135;0;0;0;0;0;659;0;0;0;901;0;0;0;0;0;0;0;0;0;0;200;8678;0;0;0;0;639;31;17;20361;0;0;0;0;0;0;0;46;5188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41198;0;24677;424;0;340175;4836;0;2241;0;31923;0;0;0;0;0;0;15;0;0;17749;0;26;0;4823;0;1620;2818;11;0;4179;0;0;0;0;0;0;0;1251038;"Metazoa";"Arthropoda";"Collembola";"Entomobryomorpha";"Isotomidae";"Desoria"
"Aphodius contaminatus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;15;0;270;0;0;0;178;16;0;37;0;0;172875;8;0;5827;2730;939;14100;169733;75;1353;292183;9754;0;4224;1988;431;1078;281975;113745;57791;15389;4907;225;1151891;"Metazoa";"Arthropoda";"Insecta";"Coleoptera";"Scarabaeidae";"Aphodius"
"Saltella sphondylii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16650;0;206613;390361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63146;0;98826;1372;225546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;520;0;0;0;0;0;0;0;0;0;0;0;0;103887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1107915;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Sepsidae";"Saltella"
"Acrolocha sulcula";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;869220;14222;23218;0;0;0;0;0;132759;1428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;225;0;3472;0;0;0;0;0;0;0;0;0;1044557;"Metazoa";"Arthropoda";"Insecta";"Coleoptera";"Staphylinidae";"Acrolocha"
"Cylicocyclus sp.3 (nassatus)";0;0;0;0;0;0;0;0;0;1689;3440;0;2046;0;22;0;314;3114;0;2768;0;2584;0;0;0;0;0;0;7110;4944;10448;0;0;0;0;0;2904;14321;7235;0;0;4640;50;99;0;0;0;2581;63;444;321;251;356;0;0;0;317964;62;491;2660;0;0;0;0;0;0;47;85;0;0;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1691;0;0;0;0;672;0;0;0;648;0;372;0;0;546;0;0;0;0;0;6175;158;480;0;0;10496;0;0;0;6090;0;122;0;17;1642;0;0;0;0;0;12916;846;1584;0;0;19482;0;0;0;696;0;30393;3920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1107;12803;0;0;0;6466;0;0;0;9400;0;33576;0;6022;490;0;0;0;0;19377;0;0;0;493;0;371;189;0;0;8854;651;4284;1059;0;544;0;0;0;4828;0;0;14284;0;890;0;0;0;0;0;83696;202;16149;19;0;33;0;136;0;3417;6049;6463;146034;0;3283;0;28;0;0;0;1041;2614;3031;5732;0;16215;8;0;0;15598;66993;760;11894;1007313;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cylicocyclus"
"Cylicostephanus longibursatus";0;18612;0;0;0;0;0;984;1031;114;237;0;23841;0;0;0;0;5719;87;118;0;2159;0;0;0;0;0;740;3736;723;2076;0;0;0;10;0;5217;2106;0;28070;599;309;0;35;109;7314;189;513;0;0;120;5636;1884;0;0;0;7852;1015;5412;24693;0;62;0;0;0;0;0;3212;339;1786;5366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;256;0;0;2913;0;0;0;0;117;0;776;0;948;0;0;0;0;0;15634;17;1131;32;0;7735;0;0;0;55977;1706;26;1048;1784;9075;0;0;0;0;0;69665;157;262;7126;0;2109;0;0;0;31322;928;7675;5923;0;0;0;0;0;0;0;0;4037;0;122;0;0;0;0;0;0;0;0;4468;0;553;11564;96499;3017;6600;0;27;4479;9078;149;5427;32498;0;0;0;5345;33023;3232;311;0;2138;0;0;2479;0;54;30;383;1161;1106;131;316;0;0;0;442;31;3881;72;0;463;0;0;0;0;0;12894;1114;722;42;21;2256;0;0;0;12924;204096;14307;7945;0;13267;0;0;0;0;0;855;1523;925;1695;0;0;0;0;0;49745;5764;14358;2050;966120;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cylicostephanus"
"Aphodius rufus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;0;9014;13773;397;801;1820;0;0;0;0;481;0;0;0;0;0;0;0;0;0;880719;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;911;0;0;0;605;1713;0;0;0;0;0;4499;0;235;132;0;0;0;0;0;915441;"Metazoa";"Arthropoda";"Insecta";"Coleoptera";"Scarabaeidae";"Aphodius"
"Aphodius sp.12 (sphacelatus/prodromus)";11981;369447;0;0;0;69;91;299;2133;545;950;70233;2144;9471;0;4858;6413;318;2126;28886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;71;36;3293;125168;0;0;0;0;52;0;0;0;0;90;0;141;2740;0;549;27;503;611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2118;8689;0;8;0;0;0;0;0;1087;0;43;897;76;0;2615;2520;78992;0;853;0;821;0;0;0;0;0;0;0;0;0;0;0;5505;3115;62;6601;0;0;0;15;0;0;0;0;0;0;0;0;0;0;426;0;568;0;213;0;0;0;0;418;49429;0;0;0;0;0;72;34;1100;0;677;0;203;376;1254;0;61464;80;1029;0;20652;0;0;0;0;0;0;0;0;0;150;0;0;0;2613;117;0;0;0;899253;"Metazoa";"Arthropoda";"Insecta";"Coleoptera";"Scarabaeidae";"Aphodius"
"Phortica sp.1 (spinosa)";0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43936;163;83297;14075;0;373;0;0;0;179;47610;1001;4505;0;0;0;0;0;0;0;0;32274;13168;12;0;0;0;0;0;0;0;9887;0;0;0;0;0;0;0;0;0;3096;16;0;0;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291;0;0;0;0;468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1959;0;483;66;0;3757;0;0;0;0;0;0;0;0;73;0;0;0;0;0;766;19816;0;0;0;2931;0;0;0;0;79;0;58;0;0;46;0;0;0;0;654;3450;0;55;0;183;0;0;422;0;5845;22504;0;0;0;0;190;0;0;0;0;548036;0;184;0;50;0;0;0;1004;759;6595;2865;877564;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Drosophilidae";"Phortica"
"Cylicocyclus sp.6 (radiatus)";0;588;0;0;0;0;0;0;281;0;18073;0;13585;0;0;0;0;0;0;13270;0;1337;0;0;0;0;0;0;1467;0;9268;0;44;0;0;0;5218;7447;1134;784;0;0;0;0;0;0;0;0;0;0;734;0;13465;0;127;0;2513;0;10250;1826;0;0;0;0;0;0;0;0;0;746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;7482;305;137;0;0;549;0;0;0;7143;0;89;2106;0;5505;0;0;0;0;0;13346;1267;889;0;0;42506;0;0;0;1446;1864;31105;2334;0;1074;0;0;0;0;0;127;0;0;0;0;0;0;0;0;44;0;1405;19405;0;0;0;9165;0;795;0;866;328;11525;0;480;0;0;0;0;0;6453;0;0;0;1364;0;0;0;291;0;4470;35;15427;6776;0;1394;0;0;0;9078;100;3588;21553;634;2469;0;0;0;0;0;274089;1209;17316;1130;0;0;0;0;0;23713;17145;4589;48083;0;20303;0;0;0;0;0;2833;7578;0;2093;0;0;0;0;0;2155;61073;28892;12855;864227;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cylicocyclus"
"Sepsis sp.5 (flavimana/neocynipsea)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72380;0;17050;0;40649;600;202574;0;0;0;0;0;0;67085;111;12111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10598;0;1064;507;330;213600;0;0;0;0;0;0;0;0;195;13084;0;0;0;0;0;0;49162;14123;0;0;0;0;0;0;0;2633;0;40909;602;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8970;0;0;0;0;0;0;0;0;0;0;0;0;1925;760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2988;79;0;0;0;0;0;0;0;0;0;0;0;0;0;774413;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Sepsidae";"Sepsis"
"Musca autumnalis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17572;0;0;0;0;0;0;0;0;0;0;0;0;0;40435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20971;0;0;0;0;0;0;0;0;0;0;0;0;46136;10341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28825;0;110109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;749957;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Muscidae";"Musca"
"Sepsis cynipsea";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10339;0;774;0;14636;230;76624;0;0;0;0;0;0;0;134761;2221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58980;0;0;14853;0;0;0;0;0;0;0;307103;0;11151;1226;2518;0;0;0;0;0;0;99634;0;0;0;0;0;0;0;0;166;0;436;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736306;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Sepsidae";"Sepsis"
"Bos taurus";1373;0;80;0;0;35;114;0;0;0;0;5264;0;11468;0;8;0;0;0;0;650;0;604;32;935;5628;10732;0;0;0;0;0;0;291;0;43;0;0;0;0;598;0;584;629;163;535;325;0;0;0;0;2708;0;4251;411;20033;0;0;0;0;1235;0;53;29;18;36359;0;0;0;0;0;0;0;53;113;4;0;0;0;0;16666;0;658;9649;204;0;7494;0;0;0;0;20480;0;3857;11022;191;0;0;0;0;5405;0;2373;493;52;5719;2596;0;0;0;0;11578;0;845;6;88722;0;0;0;0;0;0;87850;1256;28;23705;3973;0;0;0;0;263;0;36;99;0;0;0;0;0;293;0;0;291;602;2125;412;0;0;0;0;59;0;90;421;962;0;0;0;0;2616;0;0;0;0;0;80;0;0;0;0;0;0;19459;957;127;0;0;0;0;3296;0;8246;114;136713;21175;438;0;0;0;0;16758;0;214;883;2350;0;0;0;0;2184;0;311;1759;255;1609;989;0;0;0;0;964;0;688;565;390;0;0;0;0;22689;0;1480;6893;158;28832;12254;0;0;0;0;2042;0;706;7353;0;0;0;0;0;721380;"Metazoa";"Chordata";"Mammalia";"Artiodactyla";"Bovidae";"Bos"
"Cylicostephanus goldi";0;2086;0;0;0;0;55;0;964;8286;4784;0;11773;0;738;0;1753;0;475;333;0;21646;0;0;0;0;0;0;2648;2541;94470;0;0;0;0;0;1797;7309;0;11990;23;8850;0;0;0;0;0;940;620;74;69;3897;6737;0;0;0;81401;918;18044;3038;0;59;0;0;0;0;0;2455;2158;4642;1509;0;414;0;0;0;0;4839;72;1380;0;934;0;0;0;0;0;8436;547;560;0;0;145;0;0;0;1711;4268;7580;12344;0;1368;0;0;0;0;0;4727;107;1281;0;0;4138;0;0;0;0;162;131;0;0;3447;0;0;0;0;0;3664;0;0;55;0;2827;0;0;0;0;0;2367;7100;0;13552;0;0;0;0;0;0;6744;291;1991;0;5886;0;0;0;0;0;0;0;0;0;0;0;608;22;0;159;6922;7481;9925;80;5073;0;0;0;5570;2108;547;0;0;9850;0;0;0;0;0;1679;2859;2030;3970;0;1106;0;0;0;7498;214;1710;10075;0;888;0;0;0;0;0;26771;9354;7546;3502;0;82;0;0;0;9006;8831;15371;11645;0;16960;0;0;0;0;0;40;6383;4069;578;0;6486;0;0;837;1019;26275;31538;9312;688129;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cylicostephanus"
"Camptocladius stercorarius";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3038;0;0;0;0;0;0;0;0;0;0;0;0;0;3877;2560;0;0;646414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1048;0;0;0;0;0;0;0;602;741;11481;0;670340;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Chironomidae";"Camptocladius"
"Quilonia sp.3 (travancra)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328;825;0;0;0;0;0;0;0;1009;1632;0;0;0;0;109;3789;837;246;0;2753;0;0;0;0;0;0;0;0;0;0;0;0;264;0;0;0;56;0;0;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;0;0;0;0;0;0;1120;0;144;0;920;0;167;0;0;0;159;432831;0;0;0;0;0;0;0;0;0;0;1518;0;0;0;0;0;0;0;0;0;0;790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498;0;0;0;0;0;0;1321;0;4544;0;290;0;1487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;80;0;0;0;0;0;0;0;1357;155;0;0;0;12201;0;0;0;784;11;1640;735;0;0;0;0;0;0;0;0;0;0;4418;0;1510;0;0;0;4836;98;635;0;486783;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Quilonia"
"Cylicostephanus sp.2 (goldi)";0;1054;0;0;0;0;0;93;0;11491;1507;0;414;0;138;0;445;135;153;63;0;8252;0;0;0;0;0;0;627;1627;42140;0;0;0;0;0;2443;1488;0;31455;0;2853;0;0;0;0;0;527;206;0;0;51;4858;0;0;0;66377;177;7665;1144;0;239;0;0;0;0;0;0;1291;4873;0;0;0;0;0;0;61;695;973;1310;0;253;0;0;0;0;0;6100;504;0;0;0;93;0;0;0;167;1758;1837;26047;0;335;0;0;0;0;0;1544;8;361;0;42;240;0;0;0;0;115;242;0;0;846;0;0;0;0;0;2271;0;0;0;0;447;0;0;0;1174;0;0;1571;0;5085;0;0;0;0;0;0;3919;0;365;0;0;0;0;0;0;0;0;0;0;0;0;0;6698;6820;0;0;13593;1316;14502;0;2428;0;0;0;0;304;408;0;0;4710;0;0;40;0;0;280;830;4985;1539;0;0;0;0;0;6749;78;165;1531;0;829;0;0;0;0;0;15213;3188;5800;1474;0;0;0;0;0;11952;2479;6350;6659;0;18242;0;0;0;0;0;0;5922;323;7234;0;1858;0;0;0;159;10083;6077;4540;427507;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cylicostephanus"
